PlotNumber,SiteUnit,bgc
TSB162,ICH mw 2 /111.1,ICH mw 2
TSB158,ICH mk 1 /104,ICH mk 1
TSB109,IDF mw 2 /08,IDF mw 2
TSB091,ICH dw 4 /103,ICH dw 4
TS2154,IDF mw 2 /01,IDF mw 2
TS2147,IDF mw 2 /01,IDF mw 2
TS2146,ICH mk 2 /01,ICH mk 2
TS2145,ICH mk 2 /05,ICH mk 2
TS2140,IDF mw 2 /01,IDF mw 2
TS2139,IDF mw 2 /01,IDF mw 2
TS2138,IDF mw 2 /01,IDF mw 2
TS2137,IDF mw 2 /01,IDF mw 2
TS2135,IDF mw 2 /01,IDF mw 2
TS2134,IDF mw 2 /01yc,IDF mw 2
TS2132,IDF mw 2 /01,IDF mw 2
TS21291,ICH mw 3 /07,ICH mw 3
TS21262,ICH mw 3 /04,ICH mw 3
TS21261,ICH mw 3 /04,ICH mw 3
TS2125,ICH mw 3 /01,ICH mw 3
TS2120,ICH mw 3 /04,ICH mw 3
TS2109,ICH mw 3 /07,ICH mw 3
TS2108,ICH mw 3 /04,ICH mw 3
TS21032,ESSFwc 2 /04,ESSFwc 2
TS2085,ICH mk 2 /05,ICH mk 2
TS2082,ICH mk 2 /03,ICH mk 2
TS2075,IDF mw 2 /04,IDF mw 2
TS2042,ICH mk 2 /06,ICH mk 2
TR9000,ESSFdv   /01,ESSFdv
TR8000,ESSFdv   /01,ESSFdv
TR7000,ESSFdv   /01,ESSFdv
TR6000,ESSFdv   /01,ESSFdv
TR5000,ESSFdv   /01,ESSFdv
TR4000,ESSFdv   /01,ESSFdv
TR3000,ESSFdv   /01,ESSFdv
TR0109,ESSFdv   /05,ESSFdv
TR0101,ESSFdv   /06,ESSFdv
TR0100,ESSFdv   /05,ESSFdv
TR0034,ESSFdv   /05,ESSFdv
TR0031,ESSFdv   /05,ESSFdv
TR0030,ESSFdv   /05,ESSFdv
TR0029,ESSFdv   /05,ESSFdv
TR0028,ESSFdv   /05,ESSFdv
TR0027,ESSFdv   /04,ESSFdv
TR0026,ESSFdv   /05,ESSFdv
TR0024,ESSFdv   /05,ESSFdv
TR0022,ESSFdv   /,ESSFdv
TR0021,ESSFdv   /05,ESSFdv
TR0020,ESSFdv   /05,ESSFdv
TR0019,ESSFdv   /04,ESSFdv
TR0017,ESSFdv   /05,ESSFdv
TR0016,ESSFdv   /04,ESSFdv
TR0014,ESSFdv   /,ESSFdv
TR0013,ESSFdv   /01,ESSFdv
TR0011,ESSFdv   /01,ESSFdv
TR0010,ESSFdv   /04,ESSFdv
TR0005,ESSFdv   /05,ESSFdv
TR0004,ESSFdv   /03,ESSFdv
TR0002,ESSFdv   /01,ESSFdv
TOF224,CWH vm 2 /110,CWH vm 2
TOF221,MH  mm 1 /101a,MH  mm 1
TOF212,CWH vm 1 /102,CWH vm 1
TOF201,CWH vh 1 /102,CWH vh 1
TOF046,CWH vh 1 /105,CWH vh 1
TOF042,CWH vh 1 /104,CWH vh 1
TOF024,CWH vh 1 /103,CWH vh 1
TOF019,CWH vm 1 /103,CWH vm 1
TOF005,CWH vm 2 /111.2,CWH vm 2
TFLS74,ESSFdk 2 /104,ESSFdk 2
TFLS30,ESSFdk 2 /104,ESSFdk 2
TFLS3,ESSFdk 2 /104,ESSFdk 2
TFC040,IDF dk 2 /101,IDF dk 2
TFC039,IDF dk 2 /101,IDF dk 2
TFC038,IDF xh 2 /110,IDF xh 2
TFC036,IDF dk 2 /101,IDF dk 2
TFC035,IDF dk 2 /101,IDF dk 2
TFC034,IDF dk 2 /101,IDF dk 2
TFC033,ESSFdc 2 /104a,ESSFdc 2
TFC032,MS  dm 2 /101,MS  dm 2
TFC031,ESSFdc 2 /101,ESSFdc 2
TFC030,ESSFdc 2 /101,ESSFdc 2
TFC028,MS  dm 2 /101,MS  dm 2
TFC022,IDF dk 2 /101,IDF dk 2
TFC021,IDF dk 2 /104,IDF dk 2
TFC015,IDF dk 2 /101,IDF dk 2
TFC014,ESSFdc 2 /110,ESSFdc 2
TFC013,ESSFdc 2 /104,ESSFdc 2
TFC012,ESSFdc 2 /104,ESSFdc 2
TFC011,MS  dm 2 /101,MS  dm 2
TFC010,MS  dm 2 /101,MS  dm 2
TFC009,ESSFdc 2 /104,ESSFdc 2
TFC008,IDF dk 2 /101,IDF dk 2
TFC005,IDF dk 2 /110,IDF dk 2
TEM3M6,CWH vm 3 /114.support,CWH vm 3
TEM3M41,MH  mm 1 /102,MH  mm 1
TEM3M40,CWH vm 3 /110.support,CWH vm 3
TEM3M35,MH  mm 1 /102.support,MH  mm 1
TEM3M3,CWH vm 3 /104.support,CWH vm 3
TEM3M24,CWH vm 4 /111.support,CWH vm 4
TEM3M1,MH  mm 1 /101a.support,MH  mm 1
TEM3F60,CWH vm 4 /101.support,CWH vm 4
TEM3F59,CWH vm 4 /102,CWH vm 4
TEM3F53,MH  mm 1 /102.support,MH  mm 1
TEM3F51,CWH vm 3 /102.support,CWH vm 3
TEM3F43,CWH vm 3 /114.support,CWH vm 3
TEM3F37,CWH vm 4 /104,CWH vm 4
TEM3F31,CWH vm 4 /113.support,CWH vm 4
TEM3F28,CWH vm 4 /104,CWH vm 4
TEM3F27,CWH vm 4 /101.support,CWH vm 4
TEM3F10,CWH vm 3 /114.support,CWH vm 3
TEM2Y31,CWH vm 1 /112.2.support,CWH vm 1
TEM2Y27,CWH vm 3 /113.support,CWH vm 3
TEM2Y26,MH  mm 1 /101a.support,MH  mm 1
TEM2Y23,CWH vm 1 /114.support,CWH vm 1
TEM2Y22,MH  mm 1 /110.support,MH  mm 1
TEM2Y21,CWH vm 4 /112.support,CWH vm 4
TEM2Y19,MH  mm 1 /102.support,MH  mm 1
TEM2Y18,CWH vm 3 /102,CWH vm 3
TEM2Y14,MH  mm 1 /102.support,MH  mm 1
TEM2F8,CWH vm 2 /111.1.support,CWH vm 2
TEM2F41,MH  mm 1 /102.support,MH  mm 1
TEM2F4,CWH vm 1 /103.support,CWH vm 1
TEM2F38,CWH vm 2 /102.support,CWH vm 2
TEM2F36,CWH vm 1 /110.support,CWH vm 1
TEM2F34,MH  mm 1 /102.support,MH  mm 1
TEM2F27,CWH vm 3 /113.support,CWH vm 3
TEM2F25,CWH vm 3 /103.support,CWH vm 3
TEM2F22,CWH vm 4 /104,CWH vm 4
TEM2F21,CWH vm 2 /104,CWH vm 2
TEM2F19,CWH vm 2 /111.1.support,CWH vm 2
TEM2F18,CWH vm 2 /101.support,CWH vm 2
TEM2F16,CWH vm 2 /110.support,CWH vm 2
TEM1F7,CWH vh 2 /101.support,CWH vh 2
TEM1F65,CWH vm 4 /101.support,CWH vm 4
TEM1F63,CWH vm 3 /112.1.support,CWH vm 3
TEM1F62,CWH vm 3 /113.support,CWH vm 3
TEM1F60,CWH vm 3 /112.1.support,CWH vm 3
TEM1F6,CWH vh 2 /101.support,CWH vh 2
TEM1F53,MH  mm 1 /112.support,MH  mm 1
TEM1F46,CWH vh 2 /112.support,CWH vh 2
TEM1F45,CWH vh 2 /112.support,CWH vh 2
TEM1F40,CWH vh 2 /101.support,CWH vh 2
TEM1F34,CWH vm 4 /113.support,CWH vm 4
TEM1F3,CWH vh 2 /101.support,CWH vh 2
TEM1F28,CWH vm 3 /104,CWH vm 3
TEM1F15,CWH vm 4 /112.support,CWH vm 4
TEM1F12,MH  mm 1 /101a.support,MH  mm 1
TEM1F11,CWH vh 2 /101.support,CWH vh 2
TEM1F1,CWH vm 4 /113.support,CWH vm 4
TEM1B7,CWH vh 2 /101.support,CWH vh 2
TEM1B6,CWH vh 2 /104.support,CWH vh 2
TEM1B58,MH  mm 1 /102.support,MH  mm 1
TEM1B54,CWH vm 4 /103.support,CWH vm 4
TEM1B43,CWH vm 3 /103.support,CWH vm 3
TEM1B42,CWH vm 3 /114.support,CWH vm 3
TEM1B34,CWH vh 2 /103.support,CWH vh 2
TEM1B31,CWH vh 2 /104.support,CWH vh 2
TEM1B30,CWH vh 2 /101.support,CWH vh 2
TEM1B26,CWH vm 4 /113.support,CWH vm 4
TEM1B25,CWH vh 2 /104.support,CWH vh 2
TEM1B21,CWH vm 3 /114.support,CWH vm 3
TEM1B2,CWH vh 2 /101,CWH vh 2
TEM1B19,MH  mm 1 /111.support,MH  mm 1
TEM1B1,CWH vh 2 /103.support,CWH vh 2
TED 88,ESSFwcw  /110,ESSFwcw
TED 87,ESSFwcw  /110,ESSFwcw
TED 86,ESSFwcw  /101,ESSFwcw
TED 83,ESSFwcw  /104.2,ESSFwcw
TED 78,ESSFwcw  /104.2,ESSFwcw
TBWL12,ICH dw 1 /104,ICH dw 1
TBWL10,ICH mw 2 /103,ICH mw 2
TBWL09,ICH mw 2 /103,ICH mw 2
TBWL04,ICH dw 1 /103,ICH dw 1
TA 105,CWH vm 1 /110,CWH vm 1
TA 102,CWH dm 2 /110,CWH dm 2
TA 101,CWH dm 2 /110,CWH dm 2
TA 031,CWH vm 2 /101,CWH vm 2
TA 029,CWH dm 2 /110,CWH dm 2
TA 028,CWH dm 2 /110,CWH dm 2
TA 020,CWH vm 1 /112.2,CWH vm 1
TA 018,CWH vm 2 /101,CWH vm 2
TA 017,CWH vm 1 /113,CWH vm 1
TA 012,CWH vm 1 /113,CWH vm 1
TA 010,CWH vm 2 /103,CWH vm 2
TA 007,CWH vm 1 /101,CWH vm 1
TA 003,CWH vm 1 /110,CWH vm 1
TA 002,CWH vm 1 /110,CWH vm 1
T981877,BWBSdk   /102,BWBSdk
T981875,BWBSdk   /103,BWBSdk
T936,IDF dk 5 /101,IDF dk 5
T932,IDF dk 5 /101,IDF dk 5
T931,MS  dk   /110,MS  dk
T915,MS  dk   /110,MS  dk
T899,MS  dk   /110,MS  dk
T812284,ICH mw 2 /111.1,ICH mw 2
T812215,ESSFwc 4 /103b,ESSFwc 4
T812189,ICH mw 2 /104,ICH mw 2
T812180,ICH mw 2 /101,ICH mw 2
T812179,ICH mw 2 /112,ICH mw 2
T812177,ICH dw 1 /103,ICH dw 1
T812176,ICH mw 2 /111.1,ICH mw 2
T812169,ICH mw 2 /110,ICH mw 2
T812168,ICH mw 2 /111.1,ICH mw 2
T812163,ESSFwc 4 /110,ESSFwc 4
T812158,ICH mw 4 /101,ICH mw 4
T812147,ICH mw 2 /102,ICH mw 2
T812144,ICH mw 2 /104,ICH mw 2
T812143,ICH mw 2 /104,ICH mw 2
T812096,ICH mw 2 /104,ICH mw 2
T812095,ICH mw 2 /104,ICH mw 2
T812094,ICH mw 2 /104,ICH mw 2
T812037,ICH dw 1 /101,ICH dw 1
T812033,ICH dw 1 /101,ICH dw 1
T812032,ICH mw 2 /110,ICH mw 2
T812029,ICH dw 1 /101,ICH dw 1
T812028,ICH mw 2 /111.1,ICH mw 2
T812027,ICH dw 1 /104,ICH dw 1
T812020,ICH dw 1 /104,ICH dw 1
T812015,ICH mw 4 /101,ICH mw 4
T812014,ESSFwh 1 /110.1,ESSFwh 1
T812011,ICH mw 2 /110,ICH mw 2
T780438,ICH mw 4 /112,ICH mw 4
T770323,ESSFwc 4 /101,ESSFwc 4
T770322,ESSFwc 4 /110,ESSFwc 4
T770320,ESSFwc 4 /112(Ws08),ESSFwc 4
T770311,ESSFwc 4 /101,ESSFwc 4
T770309,ESSFwc 4 /110,ESSFwc 4
T770308,ESSFwc 4 /103a,ESSFwc 4
T770306,ESSFwc 4 /103a,ESSFwc 4
T680,ESSFdk 2 /111,ESSFdk 2
T668,IDF dk 5 /105,IDF dk 5
T662,IDF dk 5 /101,IDF dk 5
T624,MS  dk   /105,MS  dk
T532,ESSFdk 2 /111,ESSFdk 2
T5-113,ICH mw 2 /114(Ws10),ICH mw 2
T5-104,ICH mw 2 /114(Ws10),ICH mw 2
T5-049,ICH mw 2 /114(Ws10),ICH mw 2
T45-129,CWH ws 3 /103,CWH ws 3
T45-100,CWH ws 3 /103,CWH ws 3
T45-097,CWH ws 3 /103,CWH ws 3
T45-088,CWH ws 3 /103,CWH ws 3
T45-066,CWH ws 3 /103,CWH ws 3
T45-012,CWH ws 3 /111,CWH ws 3
T41,ESSFdk 2 /111,ESSFdk 2
T4-193,ICH mw 4 /112,ICH mw 4
T38-164,CWH ms 2 /112.support,CWH ms 2
T38-162,CWH ms 1 /112.support,CWH ms 1
T38-159,CWH ms 2 /101.support,CWH ms 2
T38-157,CWH ms 2 /101.support,CWH ms 2
T38-155,CWH ms 2 /101.support,CWH ms 2
T38-154,CWH ms 2 /101.support,CWH ms 2
T38-153,CWH ms 2 /101.support,CWH ms 2
T38-147,CWH ms 2 /110.support,CWH ms 2
T38-146,CWH ms 2 /101.support,CWH ms 2
T38-139,CWH ms 2 /105,CWH ms 2
T38-137,CWH ms 2 /101.support,CWH ms 2
T38-132,CWH ms 2 /101.support,CWH ms 2
T38-130,CWH ms 2 /101.support,CWH ms 2
T38-128,CWH ms 1 /110.support,CWH ms 1
T38-124,CWH ms 2 /105,CWH ms 2
T38-123,CWH ms 2 /101.support,CWH ms 2
T38-121,CWH ms 2 /101.support,CWH ms 2
T38-117,CWH ms 2 /101.support,CWH ms 2
T38-116,CWH ms 2 /101.support,CWH ms 2
T38-113,CWH ms 2 /101.support,CWH ms 2
T38-112,CWH ms 2 /101.support,CWH ms 2
T38-111,CWH ms 1 /104.support,CWH ms 1
T38-109,CWH ms 2 /101.support,CWH ms 2
T38-108,CWH ms 2 /101.support,CWH ms 2
T38-107,CWH ms 2 /101.support,CWH ms 2
T38-105,CWH ms 2 /101.support,CWH ms 2
T38-104,CWH ms 2 /101.support,CWH ms 2
T38-103,CWH ms 2 /101.support,CWH ms 2
T38-100,CWH ms 2 /105,CWH ms 2
T38-099,CWH ms 2 /101.support,CWH ms 2
T38-097,CWH ms 2 /101.support,CWH ms 2
T38-096,CWH ms 2 /101.support,CWH ms 2
T38-095,CWH ms 2 /101.support,CWH ms 2
T38-094,CWH ms 2 /101.support,CWH ms 2
T38-093,CWH ms 2 /101.support,CWH ms 2
T38-091,CWH ms 2 /101.support,CWH ms 2
T38-090,CWH ms 2 /101.support,CWH ms 2
T38-085,CWH ms 2 /101.support,CWH ms 2
T38-084,CWH ms 2 /101.support,CWH ms 2
T38-082,CWH ms 2 /101.support,CWH ms 2
T38-079,CWH ms 1 /113,CWH ms 1
T38-078,CWH ms 1 /104.support,CWH ms 1
T38-076,CWH ms 1 /112.support,CWH ms 1
T38-075,CWH ms 1 /110.support,CWH ms 1
T38-073,CWH ms 1 /110.support,CWH ms 1
T38-072,CWH ms 1 /112.support,CWH ms 1
T38-070,CWH ms 1 /110.support,CWH ms 1
T38-068,CWH ms 1 /111,CWH ms 1
T38-066,CWH ms 1 /112.support,CWH ms 1
T38-065,CWH ms 1 /112.support,CWH ms 1
T38-064,CWH ms 1 /112.support,CWH ms 1
T38-061,CWH ms 1 /112.support,CWH ms 1
T38-060,CWH ms 2 /101.support,CWH ms 2
T38-058,CWH ms 1 /112.support,CWH ms 1
T38-056,CWH ms 2 /101.support,CWH ms 2
T38-055,CWH ms 1 /112.support,CWH ms 1
T38-054,CWH ms 2 /101.support,CWH ms 2
T38-053,CWH ms 2 /112.support,CWH ms 2
T38-052,CWH ms 1 /112.support,CWH ms 1
T38-051,CWH ms 1 /112.support,CWH ms 1
T38-050,CWH ms 2 /112.support,CWH ms 2
T38-049,CWH ms 1 /110.support,CWH ms 1
T38-048,CWH ms 2 /101.support,CWH ms 2
T38-047,CWH ms 2 /111.support,CWH ms 2
T38-046,CWH ms 2 /101.support,CWH ms 2
T38-045,CWH ms 2 /101.support,CWH ms 2
T38-044,CWH ms 1 /110.support,CWH ms 1
T38-043,CWH ms 1 /112.support,CWH ms 1
T38-042,CWH ms 1 /112.support,CWH ms 1
T38-040,CWH ms 1 /104.support,CWH ms 1
T38-039,CWH ms 2 /110.support,CWH ms 2
T38-038,CWH ms 2 /101.support,CWH ms 2
T38-037,CWH ms 2 /112.support,CWH ms 2
T38-034,CWH ms 1 /104.support,CWH ms 1
T38-030,CWH ms 2 /105,CWH ms 2
T38-028,CWH ms 2 /101.support,CWH ms 2
T38-022,CWH ms 1 /113.support,CWH ms 1
T38-020,CWH ms 1 /112.support,CWH ms 1
T38-019,CWH ms 2 /112.support,CWH ms 2
T38-018,CWH ms 2 /112.support,CWH ms 2
T38-016,CWH ms 2 /111.support,CWH ms 2
T38-015,CWH ms 2 /112.support,CWH ms 2
T38-014,CWH ms 2 /112.support,CWH ms 2
T38-013,CWH ms 1 /110.support,CWH ms 1
T38-012,CWH ms 1 /110.support,CWH ms 1
T38-010,CWH ms 1 /112.support,CWH ms 1
T38-009,CWH ms 1 /111,CWH ms 1
T38-008,CWH ms 1 /112.support,CWH ms 1
T38-006,CWH ms 2 /112.support,CWH ms 2
T38-004,CWH ms 1 /112.support,CWH ms 1
T38-001,CWH ms 1 /110.support,CWH ms 1
T3-196,ICH mw 4 /110,ICH mw 4
T258,MS  dk   /110,MS  dk
T2-177,ICH dw 1 /101,ICH dw 1
T197,MS  dk   /110,MS  dk
T1683,IDF dk 5 /101,IDF dk 5
T1682,IDF dk 5 /101,IDF dk 5
T1671,IDF dk 5 /105,IDF dk 5
T1668,IDF dk 5 /110,IDF dk 5
T1599,IDF dk 5 /101,IDF dk 5
T1597,IDF dk 5 /101,IDF dk 5
T1596,IDF dk 5 /101,IDF dk 5
T1595,IDF dk 5 /101,IDF dk 5
T1590,IDF dk 5 /101,IDF dk 5
T1589,IDF dk 5 /102,IDF dk 5
T1588,IDF dk 5 /101,IDF dk 5
T1584,IDF dk 5 /101,IDF dk 5
T1583,IDF dk 5 /101,IDF dk 5
T1578,IDF dk 5 /105,IDF dk 5
T1576,IDF dk 5 /101,IDF dk 5
T1575,IDF dk 5 /101,IDF dk 5
T1573,IDF dk 5 /105,IDF dk 5
T1572,IDF dk 5 /101,IDF dk 5
T1568,ESSFdk 2 /101,ESSFdk 2
T1541,IDF dk 5 /101,IDF dk 5
T1540,IDF dk 5 /101,IDF dk 5
T1529,IDF dk 5 /101,IDF dk 5
T1503,IDF dk 5 /101,IDF dk 5
T1502,IDF dk 5 /105,IDF dk 5
T1478,IDF dk 5 /105,IDF dk 5
T1477,IDF dk 5 /101,IDF dk 5
T1476,IDF dk 5 /101,IDF dk 5
T1473,IDF dk 5 /101,IDF dk 5
T1471,IDF dk 5 /101,IDF dk 5
T1461,IDF dk 5 /101,IDF dk 5
T1460,IDF dk 5 /101,IDF dk 5
T1458,IDF dk 5 /101,IDF dk 5
T1456,IDF dk 5 /101,IDF dk 5
T1455,IDF dk 5 /101,IDF dk 5
T1347,IDF dk 5 /101,IDF dk 5
T1343,IDF dk 5 /101,IDF dk 5
T1316,IDF dk 5 /101,IDF dk 5
T1312,IDF dk 5 /101,IDF dk 5
T1309,IDF dk 5 /101,IDF dk 5
T1305,IDF dk 5 /101,IDF dk 5
T1251,IDF dk 5 /101,IDF dk 5
T1219,IDF dk 5 /101,IDF dk 5
T1216,IDF dk 5 /101,IDF dk 5
T1215,IDF dk 5 /101,IDF dk 5
T1205,IDF dk 5 /101,IDF dk 5
T1202,IDF dk 5 /101,IDF dk 5
T1201,IDF dk 5 /110,IDF dk 5
T1193,IDF dk 5 /101,IDF dk 5
T1188,IDF dk 5 /101,IDF dk 5
T1184,IDF dk 5 /101,IDF dk 5
T1179,IDF dk 5 /105,IDF dk 5
T1177,IDF dk 5 /101,IDF dk 5
T1176,IDF dk 5 /103,IDF dk 5
T1173,IDF dk 5 /101,IDF dk 5
T1166,IDF dk 5 /101,IDF dk 5
T1149,MS  dk   /105,MS  dk
T1141,IDF dk 5 /101,IDF dk 5
T1135,IDF dk 5 /101,IDF dk 5
T1131,IDF dk 5 /101,IDF dk 5
T1130,IDF dk 5 /101,IDF dk 5
T1129,IDF dk 5 /101,IDF dk 5
T1128,IDF dk 5 /101,IDF dk 5
T1125,IDF dk 5 /101,IDF dk 5
T1122,IDF dk 5 /101,IDF dk 5
T1119,IDF dk 5 /101,IDF dk 5
T1118,IDF dk 5 /101,IDF dk 5
T1116,IDF dk 5 /101,IDF dk 5
T1114,IDF dk 5 /101,IDF dk 5
T1112,IDF dk 5 /110,IDF dk 5
T1110,IDF dk 5 /101,IDF dk 5
T1107,IDF dk 5 /101,IDF dk 5
T1105,IDF dk 5 /101,IDF dk 5
T1103,IDF dk 5 /101,IDF dk 5
T1081,IDF dk 5 /101,IDF dk 5
T1077,IDF dk 5 /101,IDF dk 5
T1075,IDF dk 5 /110,IDF dk 5
T1070,IDF dk 5 /105,IDF dk 5
T1068,IDF dk 5 /101,IDF dk 5
T1061,IDF dk 5 /110,IDF dk 5
T1060,IDF dk 5 /101,IDF dk 5
T  034,CWH ds 1 /101a,CWH ds 1
T  033,CWH ds 1 /101b,CWH ds 1
T  029,CWH ms 2 /101,CWH ms 2
T  028,CWH ms 1 /103,CWH ms 1
T  026,CWH vm 1 /112.2,CWH vm 1
T  022,CWH ms 1 /101,CWH ms 1
T  021,CWH ms 2 /101,CWH ms 2
T  019,CWH ms 1 /113,CWH ms 1
T  018,CWH ms 1 /113,CWH ms 1
T  016,CWH ds 1 /112,CWH ds 1
T  015,CWH ds 1 /112,CWH ds 1
T  014,CWH dm 2 /113,CWH dm 2
T  013,CWH dm 2 /104,CWH dm 2
T  012,CWH dm 2 /110,CWH dm 2
T  011,MH  mm 1 /101a,MH  mm 1
T  010,CWH vm 2 /101,CWH vm 2
T  009,MH  mm 1 /103,MH  mm 1
T  008,MH  mm 1 /110,MH  mm 1
T  007,CWH dm 2 /103,CWH dm 2
T  006,CWH vm 4 /101,CWH vm 4
T  004,CWH vm 1 /110,CWH vm 1
T  003,CWH vm 1 /112.1,CWH vm 1
Syrnga4,ICH xw  a/103,ICH xw  a
STEW35,CWH wm   /101b,CWH wm
STEW34,CWH wm   /112a,CWH wm
STEW17,CWH wm   /101b,CWH wm
STEW13,CWH wm   /112a,CWH wm
STEW11,CWH wm   /112a,CWH wm
ST11-95,IDF dm 2 /104,IDF dm 2
SOO78,MH  mm 2 /101b,MH  mm 2
SOO77,MH  mm 2 /101a,MH  mm 2
SOO67,CWH ms 1 /113,CWH ms 1
SOO66,CWH ms 2 /110,CWH ms 2
SOO65,CWH ms 2 /104,CWH ms 2
SOO63,CWH ms 2 /111,CWH ms 2
SOO62,MH  mm 2 /110,MH  mm 2
SOO61,CWH ms 2 /112,CWH ms 2
SOO60,CWH ms 2 /104,CWH ms 2
SOO56,CWH ms 2 /110,CWH ms 2
SOO54,CWH ms 2 /101,CWH ms 2
SOO51,MH  mm 2 /101a,MH  mm 2
SOO48,CWH ms 2 /110,CWH ms 2
SOO46,CWH ds 1 /102.1,CWH ds 1
SOO43,MH  mm 2 /101a,MH  mm 2
SOO38,CWH ms 2 /101,CWH ms 2
SOO34,MH  mm 2 /101a,MH  mm 2
SOO28,MH  mm 2 /101a,MH  mm 2
SOO27,CWH ms 2 /101,CWH ms 2
SOO26,CWH ms 2 /101,CWH ms 2
SOO25,CWH ms 2 /102,CWH ms 2
SOO24,CWH ms 2 /101,CWH ms 2
SOO23,CWH ms 2 /101,CWH ms 2
SOO22,CWH ms 2 /101,CWH ms 2
SOO19,MH  mm 2 /101a,MH  mm 2
SOO18,MH  mm 2 /101a,MH  mm 2
SOO16,MH  mm 2 /110,MH  mm 2
SOO15,MH  mm 2 /101b,MH  mm 2
SOO13,CWH ms 1 /104,CWH ms 1
SOO12,CWH ms 1 /112,CWH ms 1
SOO08,CWH ms 1 /113,CWH ms 1
SOO07,MH  mm 2 /101a,MH  mm 2
SOO06,CWH ms 2 /101,CWH ms 2
SOO05,CWH ms 2 /101,CWH ms 2
SOO04,CWH ms 2 /112,CWH ms 2
SOO03,CWH ms 1 /113,CWH ms 1
SOO01,CWH ms 2 /101,CWH ms 2
SN97-1,ICH dw 1 /101,ICH dw 1
SN128-1,ESSFdc 1 /101,ESSFdc 1
SK93746,CWH xs   /101.1,CWH xs
SK93745,CWH xs   /101.1,CWH xs
SK93744,CWH xs   /101.1,CWH xs
SK93743,CWH ms 3 /103.2,CWH ms 3
SK93742,CWH ms 3 /103.2,CWH ms 3
SK93741,CWH ms 3 /103.2,CWH ms 3
SK93740,CWH xs   /103.2,CWH xs
SK93739,CWH xs   /101.1,CWH xs
SK93738,CWH xs   /103.2,CWH xs
SK93737,CWH xs   /103.2,CWH xs
SK93736,CWH ms 3 /103.2,CWH ms 3
SK93734,CWH ms 3 /103.2,CWH ms 3
SK93733,CWH xs   /101.1,CWH xs
SK93732,CWH xs   /101.1,CWH xs
SK93731,CWH xs   /101.1,CWH xs
SK93730,CWH xs   /101.1,CWH xs
SK93729,CWH xs   /101.1,CWH xs
SK93728,CWH xs   /101.1,CWH xs
SK93727,CWH xs   /103.2,CWH xs
SK93726,CWH xs   /101.1,CWH xs
SK93725,CWH xs   /110,CWH xs
SK93724,CWH xs   /103.2,CWH xs
SK93723,CWH xs   /103.2,CWH xs
SK93722,CWH ms 3 /103.2,CWH ms 3
SK93721,CWH ms 3 /103.2,CWH ms 3
SK93720,CWH xs   /103.2,CWH xs
SK93719,CWH xs   /101.2,CWH xs
SK93718,CWH xs   /101.1,CWH xs
SK93717,CWH xs   /101.2,CWH xs
SK93716,CWH xs   /101.2,CWH xs
SK93715,CWH xs   /101.2,CWH xs
SK93714,CWH xs   /101.2,CWH xs
SK93713,CWH xs   /101.2,CWH xs
SK93712,CWH xs   /101.2,CWH xs
SK93711,CWH ms 3 /103.2,CWH ms 3
SK93710,CWH ms 3 /103.2,CWH ms 3
SK93709,CWH xs   /101.1,CWH xs
SK93708,CWH xs   /101.1,CWH xs
SK93707,CWH xs   /101.1,CWH xs
SK93706,CWH xs   /101.1,CWH xs
SK93705,CWH xs   /101.2,CWH xs
SK93704,CWH xs   /101.2,CWH xs
SK93703,CWH xs   /101.1,CWH xs
SK93702,CWH xs   /101.1,CWH xs
SK93701,CWH xs   /103.2,CWH xs
SI18446,CWH ws 2 /102,CWH ws 2
SI18444,CWH ws 2 /101,CWH ws 2
SF66,MS  dk   /111,MS  dk
SF62,MS  dk   /101,MS  dk
SF57,ESSFdk 2 /101,ESSFdk 2
SF43,ESSFdk 2 /104,ESSFdk 2
SF378,ESSFdkw  /110,ESSFdkw
SF320,ESSFdk 2 /104,ESSFdk 2
SF316,ESSFdk 2 /101,ESSFdk 2
SF304,ESSFdk 2 /101,ESSFdk 2
SF291,ESSFdk 2 /103,ESSFdk 2
SF228,MS  dk   /110,MS  dk
SF163,MS  dk   /111,MS  dk
SF143,ESSFdk 2 /101,ESSFdk 2
SF141,ESSFdk 2 /103,ESSFdk 2
SF112,ESSFdkw  /110,ESSFdkw
SEW129,CWH vh 3 /101b,CWH vh 3
SEW128,CWH vh 3 /105,CWH vh 3
SEW127,CWH vh 3 /106,CWH vh 3
SEW126,CWH vh 3 /101a,CWH vh 3
SEW125,CWH vh 3 /101b,CWH vh 3
SEW124,CWH vh 3 /101b,CWH vh 3
SEW123,CWH wh 1 /113,CWH wh 1
SEW122,CWH wh 2 /101a,CWH wh 2
SEW121,CWH vh 3 /105,CWH vh 3
SEW120,CWH wh 1 /113,CWH wh 1
SEW119,CWH wh 1 /101b,CWH wh 1
SEW118,CWH wh 2 /101a,CWH wh 2
SEW117,CWH wh 2 /101a,CWH wh 2
SEW116,CWH vh 3 /105,CWH vh 3
SEW115,CWH wh 1 /113,CWH wh 1
SEW114,CWH wh 1 /105,CWH wh 1
SEW113,CWH vh 3 /101a,CWH vh 3
SEW112,CWH vh 3 /101a,CWH vh 3
SEW111,CWH vh 3 /115,CWH vh 3
SEW110,CWH vh 3 /101a,CWH vh 3
SEW108,CWH vh 3 /117,CWH vh 3
SEW107,CWH wh 1 /101a,CWH wh 1
SEW106,CWH vh 3 /105,CWH vh 3
SEW105,CWH vh 3 /111,CWH vh 3
